courseid,course_name,platformid,duration,creation_date,tags,photo,active,recbegindate,recenddate
964,Electrical Design,687,107,2021-10-13 00:00:00,suspendisse accumsan tortor quis turpis,"[{}, {}, {}, {}]",y,2021-10-13,9999-12-31
965,CQS,750,84,2021-12-06 00:00:00,blandit nam nulla integer pede justo lacinia,"[{}, {}, {}, {}, {}]",y,2021-12-06,9999-12-31
966,Ghosts,829,80,2022-05-26 00:00:00,nisi nam ultrices libero non mattis pulvinar nulla pede,"[{}, {}, {}, {}, {}]",y,2022-05-26,9999-12-31
967,UFS,884,59,2020-12-31 00:00:00,mi pede malesuada in imperdiet et,"[{}, {}, {}]",y,2020-12-31,9999-12-31
968,NaN,933,99,2022-08-28 00:00:00,in leo maecenas pulvinar lobortis est phasellus,"[{}, {}, {}]",y,2022-08-28,9999-12-31
969,XStream,250,178,2022-02-08 00:00:00,amet lobortis sapien sapien non mi,"[{}, {}]",y,2022-02-08,9999-12-31
970,Djbdns,420,105,2018-03-29 00:00:00,ipsum integer a nibh in,[],y,2018-03-29,9999-12-31
971,Document Drafting,229,189,2021-05-14 00:00:00,nonummy integer non velit donec diam,"[{}, {}, {}, {}, {}]",y,2021-05-14,9999-12-31
972,RTSP,237,47,2022-07-29 00:00:00,sagittis nam congue risus semper porta volutpat quam pede lobortis,"[{}, {}]",y,2022-07-29,9999-12-31
973,Computer Hardware,671,134,2022-07-07 00:00:00,nulla ultrices aliquet maecenas leo odio condimentum id luctus,[{}],y,2022-07-07,9999-12-31
974,Jet Ski,572,226,2019-02-28 00:00:00,lorem integer tincidunt ante vel ipsum praesent blandit lacinia,"[{}, {}]",y,2019-02-28,9999-12-31
975,NaN,234,215,2019-06-29 00:00:00,quam turpis adipiscing lorem vitae mattis nibh ligula,"[{}, {}, {}, {}]",y,2019-06-29,9999-12-31
976,AHWD,748,127,2021-12-10 00:00:00,tristique fusce congue diam id ornare,"[{}, {}, {}, {}, {}]",y,2021-12-10,9999-12-31
977,Higher Education Administration,814,231,2021-09-30 00:00:00,id mauris vulputate elementum nullam varius nulla facilisi cras,[],y,2021-09-30,9999-12-31
978,Localization,288,204,2022-02-10 00:00:00,libero nullam sit amet turpis elementum ligula vehicula consequat morbi,[{}],y,2022-02-10,9999-12-31
979,HP NonStop,608,33,2020-02-12 00:00:00,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,[],y,2020-02-12,9999-12-31
980,Nanomaterials,631,161,2018-07-03 00:00:00,risus auctor sed tristique in tempus sit amet sem fusce,"[{}, {}, {}, {}, {}]",y,2018-07-03,9999-12-31
981,QMF,299,37,2020-10-15 00:00:00,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,"[{}, {}, {}, {}, {}]",y,2020-10-15,9999-12-31
982,Database Design,27,121,2020-01-22 00:00:00,ut nulla sed accumsan felis ut,[{}],y,2020-01-22,9999-12-31
983,Marketing Strategy,625,37,2018-09-17 00:00:00,vulputate justo in blandit ultrices enim,[{}],y,2018-09-17,9999-12-31
984,Bylined Articles,862,65,2021-11-29 00:00:00,amet sem fusce consequat nulla nisl,"[{}, {}, {}, {}]",y,2021-11-29,9999-12-31
985,NaN,330,44,2019-05-28 00:00:00,habitasse platea dictumst aliquam augue,[],y,2019-05-28,9999-12-31
986,MSP Practitioner,544,181,2020-09-27 00:00:00,purus phasellus in felis donec semper sapien a,"[{}, {}, {}, {}]",y,2020-09-27,9999-12-31
987,OLEDB,156,159,2020-09-24 00:00:00,risus praesent lectus vestibulum quam sapien varius ut,[{}],y,2020-09-24,9999-12-31
988,XML-RPC,696,240,2018-08-19 00:00:00,tristique est et tempus semper est quam,[{}],y,2018-08-19,9999-12-31
989,NaN,387,208,2021-11-18 00:00:00,accumsan tortor quis turpis sed ante,"[{}, {}, {}]",y,2021-11-18,9999-12-31
990,Botany,674,212,2022-07-11 00:00:00,pede posuere nonummy integer non velit donec diam,"[{}, {}, {}, {}]",y,2022-07-11,9999-12-31
991,GTS,63,165,2022-03-12 00:00:00,justo in blandit ultrices enim lorem ipsum dolor,[{}],y,2022-03-12,9999-12-31
992,SRT,461,37,2022-05-27 00:00:00,odio consequat varius integer ac leo pellentesque,"[{}, {}]",y,2022-05-27,9999-12-31
993,NaN,810,223,2019-12-11 00:00:00,ridiculus mus etiam vel augue vestibulum rutrum,"[{}, {}, {}, {}, {}]",y,2019-12-11,9999-12-31
994,Network Administration,438,212,2018-01-10 00:00:00,imperdiet sapien urna pretium nisl ut volutpat sapien arcu,"[{}, {}, {}, {}, {}]",y,2018-01-10,9999-12-31
995,RS422,763,144,2020-05-18 00:00:00,nulla mollis molestie lorem quisque,"[{}, {}]",y,2020-05-18,9999-12-31
996,XML-RPC,780,80,2019-10-10 00:00:00,dis parturient montes nascetur ridiculus,[],y,2019-10-10,9999-12-31
997,IxChariot,66,226,2018-05-17 00:00:00,est et tempus semper est quam pharetra magna ac,"[{}, {}, {}, {}]",y,2018-05-17,9999-12-31
998,Management by Objectives,912,108,2021-10-25 00:00:00,a libero nam dui proin leo odio porttitor id consequat,[{}],y,2021-10-25,9999-12-31
999,EIGRP,781,183,2021-07-25 00:00:00,fermentum donec ut mauris eget massa tempor,"[{}, {}]",y,2021-07-25,9999-12-31
1000,VFX Supervision,421,217,2019-11-07 00:00:00,nullam orci pede venenatis non sodales sed,"[{}, {}, {}, {}, {}]",y,2019-11-07,9999-12-31
1001,"",1,1,2022-08-01 00:00:00,"",,y,2022-08-01,9999-12-31
